year,symbol,fiscalDateEnding,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,reportedEPS,Sector,Industry,futureEPS
2021,TMO,2021-12-31,95123000000,20113000000.0,4477000000.0,4477000000.0,5051000000.0,7977000000.0,77344000000.0,8333000000.0,4260000000.0,62037000000.0,20113000000.0,41924000000.0,576000000.0,793000000.0,,1640000000.0,4640000000.0,54330000000.0,13436000000.0,2867000000.0,3893000000.0,2537000000.0,2537000000.0,43151000000.0,,34670000000.0,2537000000.0,,34670000000.0,2950000000.0,4540000000.0,40793000000.0,8922000000.0,35431000000.0,439000000.0,394000000.0,28006000000,37933000000,9927000000,19573000000.0,10028000000,8007000000.0,1406000000.0,11333000000,43000000.0,-536000000.0,43000000.0,536000000.0,38469000000.0,-694000000.0,831000000.0,1761000000.0,8834000000,1109000000,1303000000.0,7728000000.0,8204000000.0,10028000000,11131000000.0,7725000000,25.11,LIFE SCIENCES,"MEASURING & CONTROLLING DEVICES, NEC",
2021,TMUS,2021-12-31,206563000000,20891000000.0,6631000000.0,6631000000.0,2567000000.0,8942000000.0,185672000000.0,39803000000.0,49818000000.0,109527000000.0,97339000000.0,12188000000.0,8207000000.0,,,2005000000.0,3232000000.0,137461000000.0,23499000000.0,6499000000.0,1619000000.0,7876000000.0,3378000000.0,113962000000.0,1455000000.0,74193000000.0,3378000000.0,67076000000.0,77571000000.0,1070000000.0,5097000000.0,69102000000.0,13000000.0,,0.0,1249213681.0,52620000000,75841000000,23221000000,216000000.0,6892000000,20238000000.0,,23005000000,,-3641000000.0,,3641000000.0,79934000000.0,-199000000.0,15200000000.0,2038000000.0,3351000000,327000000,3825000000.0,3024000000.0,3240000000.0,6892000000,9030000000.0,3024000000,2.41,TECHNOLOGY,RADIOTELEPHONE COMMUNICATIONS,
2021,TSLA,2021-12-31,62131000000,27100000000.0,17576000000.0,17707000000.0,5757000000.0,1924000000.0,25281000000.0,18884000000.0,6731000000.0,457000000.0,257000000.0,200000000.0,131000000.0,,131000000.0,1723000000.0,2138000000.0,30548000000.0,19705000000.0,10025000000.0,5881000000.0,1088000000.0,587000000.0,8260000000.0,991000000.0,4254000000.0,1088000000.0,,4841000000.0,310000000.0,3546000000.0,30189000000.0,,329000000.0,3000000.0,1033000000.0,13606000000,53823000000,40217000000,374000000.0,6523000000,4517000000.0,2593000000.0,7083000000,56000000.0,-371000000.0,56000000.0,371000000.0,-55000000.0,135000000.0,1910000000.0,466000000.0,6218000000,699000000,371000000.0,5644000000.0,5210000000.0,6589000000,7055000000.0,5519000000,2.26,MANUFACTURING,MOTOR VEHICLES & PASSENGER CAR BODIES,
2021,TXN,2021-12-31,24676000000,13685000000.0,4631000000.0,9739000000.0,1910000000.0,1701000000.0,11449000000.0,5141000000.0,2717000000.0,4362000000.0,85000000.0,4362000000.0,,62000000.0,5108000000.0,670000000.0,748000000.0,11343000000.0,2569000000.0,571000000.0,,500000000.0,0.0,9552000000.0,383000000.0,7741000000.0,500000000.0,7241000000.0,7740000000.0,602000000.0,1367000000.0,13333000000.0,36800000000.0,45919000000.0,1741000000.0,923000000.0,12376000000,18344000000,5968000000,5968000000.0,8960000000,1666000000.0,1554000000.0,3605000000,,-184000000.0,,184000000.0,18344000000.0,143000000.0,755000000.0,284000000.0,8919000000,1150000000,184000000.0,7769000000.0,7972000000.0,8960000000,9244000000.0,7769000000,8.24,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,
2021,UBER,2021-12-31,38774000000,8819000000.0,4295000000.0,4295000000.0,1643000000.0,2992000000.0,18409000000.0,1853000000.0,1182000000.0,10832000000.0,2412000000.0,8420000000.0,800000000.0,800000000.0,0.0,442000000.0,397000000.0,23425000000.0,9024000000.0,860000000.0,167000000.0,218000000.0,185000000.0,12263000000.0,43000000.0,9388000000.0,27000000.0,9276000000.0,9388000000.0,2107000000.0,935000000.0,14458000000.0,,-23626000000.0,0.0,1949316000.0,227000000,17455000000,17228000000,9351000000.0,-3834000000,7105000000.0,2054000000.0,10040000000,37000000.0,-483000000.0,37000000.0,483000000.0,346000000.0,83000000.0,393000000.0,656000000.0,-988000000,-492000000,483000000.0,-570000000.0,-485000000.0,-505000000,151000000.0,-496000000,-0.41,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",
2021,UNH,2021-12-31,212206000000,61758000000.0,21375000000.0,23907000000.0,2900000000.0,28082000000.0,150448000000.0,8969000000.0,5992000000.0,85839000000.0,10044000000.0,75795000000.0,42799000000.0,43114000000.0,2532000000.0,9769000000.0,12526000000.0,135727000000.0,78292000000.0,,2571000000.0,3620000000.0,3620000000.0,59235000000.0,,46488000000.0,3620000000.0,42383000000.0,44632000000.0,22975000000.0,11787000000.0,76479000000.0,,77134000000.0,10000000.0,941000000.0,210881000000,287597000000,76716000000,31034000000.0,23970000000,42579000000.0,,45682000000,2324000000.0,-1660000000.0,1660000000.0,1660000000.0,226233000000.0,,1000000000.0,3103000000.0,21863000000,4578000000,1660000000.0,17732000000.0,15715000000.0,23523000000,26626000000.0,17285000000,19.01,FINANCE,HOSPITAL & MEDICAL SERVICE PLANS,
2021,UNP,2021-12-31,63525000000,3551000000.0,960000000.0,1006000000.0,621000000.0,1722000000.0,59974000000.0,54871000000.0,22404000000.0,686000000.0,686000000.0,,2287000000.0,2241000000.0,46000000.0,202000000.0,1075000000.0,49364000000.0,5744000000.0,752000000.0,,2566000000.0,400000000.0,43620000000.0,1429000000.0,29729000000.0,2166000000.0,,30129000000.0,1673000000.0,1953000000.0,14161000000.0,47734000000.0,55049000000.0,2781000000.0,638841656.0,12394000000,20745000000,8351000000,4149000000.0,9338000000,5017000000.0,,1147000000,5000000.0,-1157000000.0,1157000000.0,1157000000.0,21902000000.0,297000000.0,2208000000.0,69000000.0,8478000000,1955000000,1157000000.0,6523000000.0,7202000000.0,9635000000,9704000000.0,6523000000,9.95,ENERGY & TRANSPORTATION,"RAILROADS, LINE-HAUL OPERATING",
2021,UPS,2021-12-31,69405000000,24934000000.0,10255000000.0,10929000000.0,717000000.0,12541000000.0,39446000000.0,33475000000.0,31334000000.0,204000000.0,2486000000.0,3692000000.0,676000000.0,28000000.0,674000000.0,1800000000.0,1080000000.0,55152000000.0,17569000000.0,7523000000.0,314000000.0,2131000000.0,0.0,39723000000.0,279000000.0,21677000000.0,2131000000.0,19784000000.0,21677000000.0,1430000000.0,3578000000.0,14253000000.0,16000000.0,16179000000.0,9000000.0,874000000.0,40882000000,96557000000,55675000000,5545000000.0,12810000000,46707000000.0,,11369000000,4479000000.0,-694000000.0,694000000.0,694000000.0,97251000000.0,4479000000.0,,2953000000.0,16595000000,3705000000,694000000.0,12890000000.0,16725000000.0,17289000000,20242000000.0,12890000000,12.13,ENERGY & TRANSPORTATION,TRUCKING & COURIER SERVICES (NO AIR),
2021,V,2021-09-30,82896000000,27607000000.0,16487000000.0,16487000000.0,4010000000.0,2051000000.0,52559000000.0,2715000000.0,4959000000.0,43622000000.0,27664000000.0,15958000000.0,2025000000.0,1705000000.0,2025000000.0,5369000000.0,4002000000.0,45307000000.0,15739000000.0,266000000.0,,999000000.0,999000000.0,32439000000.0,,20977000000.0,999000000.0,19978000000.0,20977000000.0,14149000000.0,3462000000.0,37589000000.0,,15351000000.0,21935000000.0,1932000000.0,16609000000,23774000000,7165000000,4970000000.0,15804000000,2121000000.0,,2925000000,731000000.0,-513000000.0,218000000.0,513000000.0,24287000000.0,772000000.0,,804000000.0,16063000000,3752000000,,12311000000.0,12393000000.0,15804000000,16608000000.0,12311000000,5.91,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",
2021,VRTX,2021-12-31,13432500000,9560600000.0,6795000000.0,7755800000.0,353100000.0,1136800000.0,3177900000.0,694000000.0,,1402200000.0,400000000.0,1002200000.0,4707000000.0,,960800000.0,59200000.0,110800000.0,3332500000.0,2142000000.0,195000000.0,171700000.0,46900000.0,80200000.0,1190500000.0,509800000.0,,,,556700000.0,268400000.0,303300000.0,10100000000.0,,3200800000.0,2500000.0,254479046.0,5703200000,7499400000,1796200000,904200000.0,2782100000,840100000.0,3051100000.0,3943100000,4900000.0,-61500000.0,-14100000.0,47400000.0,7560500000.0,4900000.0,125600000.0,51900000.0,2730400000,388300000,47400000.0,2342100000.0,2426500000.0,2782100000,2829700000.0,2342100000,13.02,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,
2021,VZ,2021-12-31,366596000000,36728000000.0,2921000000.0,2921000000.0,3055000000.0,23846000000.0,330914000000.0,99696000000.0,190201000000.0,187899000000.0,159296000000.0,28603000000.0,22364000000.0,1061000000.0,18000000.0,5961000000.0,13329000000.0,325165000000.0,47160000000.0,8040000000.0,13282000000.0,7443000000.0,0.0,236236000000.0,925000000.0,150868000000.0,7443000000.0,,150868000000.0,11025000000.0,13513000000.0,81252000000.0,4104000000.0,71993000000.0,429000000.0,4169000000.0,92325000000,133613000000,41288000000,56301000000.0,32448000000,28658000000.0,,45156000000,,-3485000000.0,3340000000.0,3485000000.0,-2490000000.0,312000000.0,14119000000.0,16206000000.0,28867000000,6802000000,7026000000.0,22618000000.0,21209000000.0,32352000000,48558000000.0,22065000000,5.4,TECHNOLOGY,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),
2021,WFC,2021-12-31,1948068000000,346112000000.0,234230000000.0,322495000000.0,,,36679000000.0,2389000000.0,,26674000000.0,1494000000.0,25180000000.0,1514120000000.0,,88265000000.0,,,1757958000000.0,34409000000.0,,,34409000000.0,34409000000.0,4900000000.0,,160689000000.0,,,195098000000.0,,,187606000000.0,79757000000.0,180322000000.0,9136000000.0,3926300000.0,36523000000,82407000000,50768000000,867000000.0,25756000000,3568000000.0,,10693000000,,35779000000.0,39694000000.0,3915000000.0,42713000000.0,,,1400000000.0,27126000000,5578000000,3915000000.0,23238000000.0,19652000000.0,31041000000,32441000000.0,21548000000,4.9,FINANCE,NATIONAL COMMERCIAL BANKS,
2021,WMT,2021-01-31,252496000000,90067000000.0,17741000000.0,32163000000.0,44949000000.0,6516000000.0,167329000000.0,92201000000.0,88370000000.0,33883000000.0,4900000000.0,28983000000.0,14422000000.0,,14422000000.0,20861000000.0,23598000000.0,171571000000.0,92645000000.0,49141000000.0,,3806000000.0,200000000.0,57950000000.0,3847000000.0,44309000000.0,3115000000.0,41194000000.0,44309000000.0,35898000000.0,14370000000.0,80925000000.0,,88763000000.0,282000000.0,2828000000.0,138836000000,559151000000,420315000000,420315000000.0,22548000000,116288000000.0,,125272000000,121000000.0,-2194000000.0,80000000.0,2274000000.0,546832000000.0,210000000.0,,583000000.0,20368000000,6858000000,2274000000.0,13706000000.0,14549000000.0,22548000000,23225000000.0,13510000000,5.54,TRADE & SERVICES,RETAIL-VARIETY STORES,
2021,XOM,2021-12-31,338923000000,59154000000.0,6802000000.0,6802000000.0,18780000000.0,32383000000.0,279769000000.0,216552000000.0,278510000000.0,18022000000.0,18022000000.0,,40538000000.0,138000000.0,,1189000000.0,18022000000.0,163240000000.0,56643000000.0,37985000000.0,,4276000000.0,1884000000.0,116582000000.0,1761000000.0,16064000000.0,2392000000.0,,17948000000.0,20247000000.0,21717000000.0,168577000000.0,225464000000.0,392059000000.0,15746000000.0,4239000000.0,273474000000,285640000000,12166000000,188936000000.0,261404000000,9574000000.0,843000000.0,12070000000,33000000.0,-947000000.0,5710000000.0,947000000.0,276674000000.0,2291000000.0,,20607000000.0,30676000000,7636000000,947000000.0,23598000000.0,25981000000.0,31623000000,52788000000.0,23040000000,5.38,ENERGY & TRANSPORTATION,PETROLEUM REFINING,
2022,AAPL,2022-09-30,352755000000,135405000000.0,23646000000.0,48304000000.0,4946000000.0,60932000000.0,217350000000.0,42117000000.0,72340000000.0,,,,292870000000.0,120805000000.0,24658000000.0,21223000000.0,54428000000.0,302083000000.0,153982000000.0,64115000000.0,20312000000.0,21239000000.0,9982000000.0,148101000000.0,812000000.0,110087000000.0,11128000000.0,98959000000.0,233256000000.0,60845000000.0,49142000000.0,50672000000.0,,-3068000000.0,64849000000.0,15943425000.0,170782000000,391397000000,248640000000,223546000000.0,119437000000,25094000000.0,26251000000.0,51345000000,2825000000.0,-2931000000.0,106000000.0,2931000000.0,394328000000.0,-228000000.0,8700000000.0,11104000000.0,119103000000,19300000000,2931000000.0,99803000000.0,88531000000.0,122034000000,130541000000.0,99803000000,6.11,TECHNOLOGY,ELECTRONIC COMPUTERS,
2022,ABBV,2022-12-31,138805000000,28463000000.0,9201000000.0,9229000000.0,3579000000.0,11254000000.0,111104000000.0,4935000000.0,6051000000.0,99595000000.0,67439000000.0,32156000000.0,,241000000.0,28000000.0,4401000000.0,5571000000.0,121551000000.0,29538000000.0,2934000000.0,,4136000000.0,1000000.0,116887000000.0,17000000.0,63128000000.0,4118000000.0,,63129000000.0,22468000000.0,30655000000.0,17254000000.0,4594000000.0,4784000000.0,18000000.0,1771000000.0,16921000000,58054000000,41133000000,17414000000.0,18117000000,15260000000.0,7207000000.0,30754000000,186000000.0,-2230000000.0,186000000.0,2230000000.0,57906000000.0,-2448000000.0,778000000.0,7689000000.0,13468000000,1632000000,2230000000.0,11845000000.0,12536000000.0,15698000000,23387000000.0,11836000000,13.87,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,
2022,ABT,2022-12-31,74438000000,25224000000.0,9882000000.0,10170000000.0,6173000000.0,6218000000.0,44368000000.0,9162000000.0,11050000000.0,33253000000.0,10454000000.0,22799000000.0,169000000.0,766000000.0,288000000.0,2663000000.0,,37752000000.0,15489000000.0,4607000000.0,500000000.0,2251000000.0,2481000000.0,21053000000.0,943000000.0,16773000000.0,2251000000.0,14522000000.0,16773000000.0,8058000000.0,3804000000.0,36686000000.0,15229000000.0,35257000000.0,24709000000.0,1743373000.0,10173000000,43093000000,32920000000,19142000000.0,8362000000,11248000000.0,2888000000.0,16266000000,183000000.0,-558000000.0,377000000.0,558000000.0,43651000000.0,321000000.0,1254000000.0,2013000000.0,8306000000,1373000000,558000000.0,6933000000.0,7256000000.0,8864000000,10877000000.0,6933000000,5.34,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,
2022,ADBE,2022-12-02,27165000000,8996000000.0,4236000000.0,6096000000.0,,2070000000.0,19621000000.0,1908000000.0,1569000000.0,15688000000.0,2898000000.0,12787000000.0,,,1860000000.0,835000000.0,841000000.0,13114000000.0,8128000000.0,379000000.0,10824000000.0,500000000.0,587000000.0,1357000000.0,504000000.0,3629000000.0,500000000.0,,3629000000.0,1790000000.0,293000000.0,14051000000.0,23843000000.0,28319000000.0,0.0,462000000.0,15441000000,17606000000,2165000000,236000000.0,6098000000,6187000000.0,2987000000.0,9343000000,61000000.0,-112000000.0,61000000.0,112000000.0,-21000000.0,41000000.0,,594000000.0,6008000000,1252000000,112000000.0,4756000000.0,4600000000.0,6120000000,6714000000.0,4756000000,13.72,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,
2022,ADI,2022-10-29,50302350000,4937992000.0,1470572000.0,1470572000.0,1399914000.0,1800462000.0,45364358000.0,2401304000.0,3148203000.0,40178540000.0,13265406000.0,26913134000.0,454545000.0,122285000.0,454545000.0,267044000.0,519626000.0,13837027000.0,2442655000.0,582160000.0,,0.0,0.0,11394372000.0,53628000.0,6576865000.0,0.0,6548625000.0,6520385000.0,1806867000.0,515363000.0,36465323000.0,,8721325000.0,84880000.0,509295941.0,7532474000,11813545000,8036363000,4481479000.0,3278700000,1266175000.0,1700518000.0,4253774000,6906000.0,-200408000.0,6906000.0,200408000.0,12013953000.0,13551000.0,283338000.0,2014200000.0,3098749000,350188000,200408000.0,2748561000.0,2736974000.0,3299157000,5313357000.0,2748561000,9.59,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,
2022,ADP,2022-06-30,63068200000,54804900000.0,1436300000.0,1483300000.0,49569200000.0,3170600000.0,5954200000.0,652600000.0,1629100000.0,3633600000.0,1333100000.0,2300500000.0,1605400000.0,122100000.0,47000000.0,628800000.0,937400000.0,59842900000.0,55158700000.0,110200000.0,991400000.0,1200000.0,0.0,4805900000.0,370900000.0,5975400000.0,1200000.0,2987100000.0,5975400000.0,54589200000.0,924200000.0,3225300000.0,17335400000.0,20696300000.0,63900000.0,416100000.0,3326800000,16498300000,13171500000,9461900000.0,-8151500000,3233200000.0,798600000.0,11478300000,41000000.0,-81900000.0,492800000.0,81900000.0,16493900000.0,82800000.0,171000000.0,515100000.0,3804100000,855200000,81900000.0,2948900000.0,944600000.0,3886000000,4401100000.0,2948900000,7.01,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,
2022,AMAT,2022-10-30,26726000000,15925000000.0,1995000000.0,2581000000.0,5932000000.0,6529000000.0,10524000000.0,2307000000.0,3322000000.0,3717000000.0,339000000.0,3700000000.0,5262000000.0,1980000000.0,586000000.0,1344000000.0,691000000.0,14532000000.0,7379000000.0,1755000000.0,6284000000.0,0.0,0.0,7547000000.0,0.0,5457000000.0,,5457000000.0,0.0,2048000000.0,732000000.0,12194000000.0,34097000000.0,37892000000.0,8000000.0,844000000.0,11993000000,25590000000,15670000000,13792000000.0,7788000000,1438000000.0,2771000000.0,4205000000,44000000.0,-228000000.0,39000000.0,228000000.0,25818000000.0,39000000.0,404000000.0,444000000.0,7599000000,1074000000,228000000.0,6525000000.0,6583000000.0,7827000000,8271000000.0,6525000000,7.71,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,
2022,AMD,2022-12-31,67580000000,15019000000.0,4835000000.0,5855000000.0,3771000000.0,5226000000.0,53813000000.0,1513000000.0,1507000000.0,48295000000.0,24118000000.0,24200000000.0,4503000000.0,83000000.0,1020000000.0,312000000.0,2152000000.0,12830000000.0,6369000000.0,2493000000.0,,0.0,0.0,6461000000.0,396000000.0,2467000000.0,0.0,2467000000.0,2467000000.0,336000000.0,1664000000.0,54750000000.0,3099000000.0,-131000000.0,16000000.0,1612000000.0,10603000000,23650000000,19508000000,12998000000.0,1264000000,2336000000.0,5005000000.0,11531000000,,65000000.0,153000000.0,88000000.0,23585000000.0,8000000.0,439000000.0,4174000000.0,1198000000,-122000000,88000000.0,1320000000.0,1282000000.0,1286000000,5460000000.0,1320000000,3.54,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,
2022,AMGN,2022-12-31,65121000000,22186000000.0,7629000000.0,10120000000.0,4930000000.0,6392000000.0,43514000000.0,5427000000.0,9283000000.0,31609000000.0,16080000000.0,15529000000.0,4465000000.0,815000000.0,2491000000.0,2388000000.0,5899000000.0,61460000000.0,15687000000.0,1572000000.0,,1591000000.0,0.0,46312000000.0,,38900000000.0,1591000000.0,37354000000.0,38900000000.0,11173000000.0,2651000000.0,3661000000.0,,-28622000000.0,32514000000.0,534000000.0,36285000000,51272000000,14987000000,6406000000.0,9566000000,5414000000.0,4434000000.0,13518000000,127000000.0,-1406000000.0,,1406000000.0,52646000000.0,-814000000.0,661000000.0,2600000000.0,7346000000,794000000,1406000000.0,5661000000.0,7117000000.0,9566000000,11352000000.0,6552000000,17.69,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",
2022,AMT,2022-12-31,67194500000,3622300000.0,2028400000.0,2028400000.0,112300000.0,1042100000.0,43573900000.0,19998300000.0,,30940000000.0,17983300000.0,12956700000.0,,,,468200000.0,546700000.0,54786000000.0,8311900000.0,218600000.0,929200000.0,7109000000.0,2594800000.0,45613500000.0,23100000.0,2335400000.0,4514200000.0,35100000000.0,38901800000.0,2050600000.0,1186800000.0,5572400000.0,1301200000.0,-2101900000.0,4800000.0,465619000.0,3864300000,10711100000,6846800000,3156400000.0,2352300000,972300000.0,0.16,4486400000,,-1136500000.0,615500000.0,1136500000.0,1304000000.0,433700000.0,1600000000.0,1845400000.0,1789800000,24000000,1136900000.0,1696700000.0,786400000.0,2352300000,4771700000.0,1765800000,3.84,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,
2022,AMZN,2022-12-31,462675000000,146791000000.0,53888000000.0,70026000000.0,34405000000.0,42360000000.0,135273000000.0,186715000000.0,,26385000000.0,6097000000.0,20288000000.0,72154000000.0,,16138000000.0,6158000000.0,42758000000.0,316632000000.0,155393000000.0,79600000000.0,32227000000.0,7396000000.0,1200000000.0,164139000000.0,11386000000.0,70542000000.0,2999000000.0,67150000000.0,71742000000.0,62566000000.0,21121000000.0,146043000000.0,7837000000.0,83193000000.0,108000000.0,10242000000.0,139192000000,511276000000,372084000000,288831000000.0,12248000000,74729000000.0,73213000000.0,84853000000,989000000.0,-2367000000.0,989000000.0,2367000000.0,513643000000.0,-16806000000.0,24924000000.0,6704000000.0,-5939000000,-3217000000,2367000000.0,-2722000000.0,-5833000000.0,-3572000000,3132000000.0,-2722000000,0.97,TRADE & SERVICES,RETAIL-CATALOG & MAIL-ORDER HOUSES,
2022,ANET,2022-12-31,6775410000,5550748000.0,671707000.0,3023729000.0,1289706000.0,923096000.0,1228962000.0,95009000.0,156847000.0,388129000.0,122205000.0,265924000.0,2322469000.0,39468000.0,2352022000.0,152170000.0,166612000.0,1889590000.0,1293531000.0,232572000.0,2082492000.0,,19878000.0,596059000.0,43964000.0,,,,43964000.0,131040000.0,102406000.0,4885820000.0,,3138983000.0,31000.0,306890000.0,2675696000,4381310000,2159460000,1705614000.0,1527106000,420196000.0,728394000.0,1148590000,-12767000.0,27556000.0,27556000.0,54690000.0,4381310000.0,54690000.0,25600000.0,33650000.0,1581796000,229350000,,1352446000.0,1326838000.0,1527106000,1560756000.0,1352446000,4.58,TECHNOLOGY,COMPUTER COMMUNICATIONS EQUIPMENT,
2022,APO,2022-12-31,257217000000,10656000000.0,472000000.0,8980000000.0,18696129000.0,465000000.0,4322000000.0,,,4322000000.0,179215000.0,4322000000.0,109262000000.0,5644167000.0,8508000000.0,1676000000.0,,241819000000.0,1640000000.0,,,1640000000.0,1640000000.0,5964617000.0,664366000.0,6472000000.0,35000000.0,,8112000000.0,147709000.0,2671978000.0,6640000000.0,,-2259000000.0,0.0,570276188.0,-14932000000,10968000000,25900000000,1943189000.0,-32412000000,540000000.0,0.36,15911000000,1306000000.0,-2000000.0,659000000.0,2000000.0,1435000000.0,1374641000.0,,594000000.0,-2700000000,-739000000,2000000.0,-4746000000.0,-9291000000.0,-2698000000,994896000.0,-1961000000,4.97,FINANCE,INVESTMENT ADVICE,
2022,APP,2022-12-31,5847846000,1939083000.0,1080484000.0,1080484000.0,-7319000.0,702814000.0,3895407000.0,13356000.0,,3501415000.0,1677660000.0,1823755000.0,,,7319000.0,155785000.0,268426000.0,3945169000.0,578958000.0,273196000.0,64018000.0,88924000.0,33310000.0,3383977000.0,44736000.0,3211722000.0,33310000.0,3178412000.0,3245032000.0,89839000.0,106676000.0,1902677000.0,,-1169700000.0,11000.0,373873683.0,1560993000,2817058000,1256065000,1256065000.0,-47791000,1101177000.0,507607000.0,2262111000,,-2800000.0,,2800000.0,2817058000.0,14477000.0,29300000.0,514635000.0,-204976000,-12230000,171863000.0,-192947000.0,-230674000.0,-47791000,312459000.0,-192746000,-0.52,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",
2022,AVGO,2022-10-30,73249000000,18504000000.0,12416000000.0,12416000000.0,1925000000.0,2958000000.0,55302000000.0,2223000000.0,3604000000.0,50725000000.0,7111000000.0,43614000000.0,,,,1205000000.0,1797000000.0,50540000000.0,7052000000.0,998000000.0,6682000000.0,440000000.0,47257000000.0,45061000000.0,22000000.0,33417000000.0,403000000.0,33014000000.0,80674000000.0,4412000000.0,4413000000.0,22709000000.0,,1604000000.0,0.0,418000000.0,22095000000,33203000000,11108000000,11108000000.0,14225000000,1382000000.0,4919000000.0,7870000000,,-1737000000.0,100000000.0,1737000000.0,33103000000.0,-54000000.0,529000000.0,18000000.0,12434000000,939000000,1837000000.0,11495000000.0,11557000000.0,14225000000,14189000000.0,11495000000,3.764,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,
2022,AXP,2022-12-31,228000000000,33914000000.0,33370000000.0,33677000000.0,32358000000.0,,11584000000.0,5215000000.0,9850000000.0,3932000000.0,146000000.0,3786000000.0,4790000000.0,5000000000.0,307000000.0,-94058000000.0,1207000000.0,203643000000.0,3878000000.0,,,1348000000.0,1348000000.0,203643000000.0,3000000.0,42573000000.0,1000000000.0,43000000000.0,43921000000.0,-15132000000.0,37350000000.0,24711000000.0,,16279000000.0,149000000.0,743000000.0,7403000000,55625000000,43277000000,20114000000.0,-5684000000,13036000000.0,0.17,13087000000,,9895000000.0,12658000000.0,2763000000.0,42967000000.0,,,51000000.0,9585000000,2071000000,2763000000.0,7514000000.0,7249000000.0,12348000000,12399000000.0,7514000000,9.84,FINANCE,FINANCE SERVICES,
2022,BA,2022-12-31,137100000000,109523000000.0,14614000000.0,17220000000.0,9655000000.0,2517000000.0,27578000000.0,10550000000.0,21442000000.0,10368000000.0,2311000000.0,8057000000.0,3589000000.0,983000000.0,2606000000.0,2847000000.0,4163000000.0,152948000000.0,90052000000.0,10200000000.0,53081000000.0,5190000000.0,5466000000.0,64201000000.0,482000000.0,56794000000.0,5125000000.0,,56794000000.0,21305000000.0,2211000000.0,-15883000000.0,50814000000.0,29473000000.0,5061000000.0,1012261159.0,3530000000,66608000000,63078000000,63078000000.0,-3519000000,4187000000.0,2852000000.0,7384000000,,-2650000000.0,2533000000.0,2650000000.0,6000000.0,1058000000.0,,241000000.0,-4904000000,31000000,2561000000.0,-5053000000.0,-2826000000.0,-3547000000,-2013000000.0,-4935000000,-11.05,MANUFACTURING,AIRCRAFT,
2022,BAC,2022-12-31,3051375000000,234003000000.0,230203000000.0,230203000000.0,,,92387000000.0,11510000000.0,,71122000000.0,2100000000.0,69022000000.0,2668032000000.0,,,,,2778178000000.0,26932000000.0,,,26932000000.0,26932000000.0,,,275982000000.0,,33070000000.0,302914000000.0,,,273197000000.0,,207003000000.0,,7996777943.0,33512000000,94950000000,61438000000,2543000000.0,12017000000,20217000000.0,,21495000000,,52462000000.0,72565000000.0,20103000000.0,42488000000.0,,,78000000.0,30969000000,3441000000,20103000000.0,27528000000.0,11476000000.0,51072000000,51150000000.0,27528000000,3.24,FINANCE,NATIONAL COMMERCIAL BANKS,
