fiscalDateEnding,reportedEPS,symbol
2024-11-30,13.61,ADBE
2023-11-30,16.07,ADBE
2022-11-30,13.72,ADBE
2021-11-30,12.48,ADBE
2020-11-30,10.03,ADBE
2019-11-30,7.82,ADBE
2018-11-30,6.84,ADBE
2017-11-30,4.32,ADBE
2016-11-30,3.02,ADBE
2015-11-30,2.08,ADBE
2014-11-30,1.31,ADBE
2013-11-30,1.35,ADBE
2012-11-30,2.36,ADBE
2011-11-30,2.35,ADBE
2010-11-30,1.94,ADBE
2009-11-30,1.54,ADBE
2008-11-30,2.08,ADBE
2007-11-30,1.61,ADBE
2006-11-30,1.25,ADBE
2005-11-30,1.14,ADBE
2004-11-30,0.91,ADBE
2003-11-30,0.58,ADBE
2002-11-30,0.49,ADBE
2001-11-30,0.58,ADBE
2000-11-30,0.56,ADBE
1999-11-30,0.39,ADBE
1998-11-30,0.24,ADBE
1997-11-30,0.29,ADBE
1996-11-30,0.1,ADBE
2024-09-30,15.26,BRK-B
2023-12-31,17.19,BRK-B
2022-12-31,13.98,BRK-B
2021-12-31,12.12,BRK-B
2020-12-31,9.14,BRK-B
2019-12-31,9.64,BRK-B
2018-12-31,10.04,BRK-B
2017-12-31,5.86,BRK-B
2016-12-31,7.14,BRK-B
2015-12-31,7.05,BRK-B
2014-12-31,6.72,BRK-B
2013-12-31,6.14,BRK-B
2012-12-31,5.09,BRK-B
2011-12-31,4.35,BRK-B
2010-12-31,4.52,BRK-B
2009-12-31,4880.0,BRK-B
2008-12-31,6223.0,BRK-B
2007-12-31,6232.0,BRK-B
2006-12-31,6036.0,BRK-B
2005-12-31,3196.0,BRK-B
2004-12-31,3283.0,BRK-B
2003-12-31,3531.0,BRK-B
2002-12-31,2543.0,BRK-B
2001-12-31,-332.7353,BRK-B
2000-12-31,358.8271,BRK-B
1999-12-31,0.6839,BRK-B
1998-12-31,1.5112,BRK-B
2024-09-30,16.76,CAT
2023-12-31,21.21,CAT
2022-12-31,14.28,CAT
2021-12-31,10.82,CAT
2020-12-31,6.09,CAT
2019-12-31,11.06,CAT
2018-12-31,11.2,CAT
2017-12-31,6.88,CAT
2016-12-31,3.44,CAT
2015-12-31,4.48,CAT
2014-12-31,6.37,CAT
2013-12-31,5.79,CAT
2012-12-31,8.63,CAT
2011-12-31,7.39,CAT
2010-12-31,4.04,CAT
2009-12-31,2.16,CAT
2008-12-31,5.66,CAT
2007-12-31,5.37,CAT
2006-12-31,5.18,CAT
2005-12-31,4.04,CAT
2004-12-31,2.85,CAT
2003-12-31,1.56,CAT
2002-12-31,1.16,CAT
2001-12-31,1.31,CAT
2000-12-31,1.51,CAT
1999-12-31,1.33,CAT
1998-12-31,2.06,CAT
1997-12-31,2.21,CAT
1996-12-31,1.77,CAT
2024-09-30,8.9,MCD
2023-12-31,11.94,MCD
2022-12-31,10.1,MCD
2021-12-31,9.28,MCD
2020-12-31,6.05,MCD
2019-12-31,7.91,MCD
2018-12-31,7.85,MCD
2017-12-31,6.67,MCD
2016-12-31,5.73,MCD
2015-12-31,5.01,MCD
2014-12-31,5.1,MCD
2013-12-31,5.56,MCD
2012-12-31,5.36,MCD
2011-12-31,5.28,MCD
2010-12-31,4.61,MCD
2009-12-31,3.98,MCD
2008-12-31,3.67,MCD
2007-12-31,2.89,MCD
2006-12-31,2.45,MCD
2005-12-31,2.04,MCD
2004-12-31,1.93,MCD
2003-12-31,1.44,MCD
2002-12-31,1.33,MCD
2001-12-31,1.39,MCD
2000-12-31,1.47,MCD
1999-12-31,1.41,MCD
1998-12-31,1.26,MCD
1997-12-31,1.18,MCD
1996-12-31,1.13,MCD
2024-09-30,4.77,AMT
2023-12-31,3.18,AMT
2022-12-31,3.84,AMT
2021-12-31,5.67,AMT
2020-12-31,3.79,AMT
2019-12-31,4.23,AMT
2018-12-31,2.77,AMT
2017-12-31,2.96,AMT
2016-12-31,1.97,AMT
2015-12-31,1.41,AMT
2014-12-31,2.01,AMT
2013-12-31,1.38,AMT
2012-12-31,1.6,AMT
2011-12-31,0.99,AMT
2010-12-31,0.92,AMT
2009-12-31,0.6,AMT
2008-12-31,0.57,AMT
2007-12-31,0.13,AMT
2006-12-31,0.0576,AMT
2005-12-31,-0.46,AMT
2004-12-31,-1.01,AMT
2003-12-31,-1.19,AMT
2002-12-31,-2.96,AMT
2001-12-31,-2.34,AMT
2000-12-31,-1.12,AMT
1999-12-31,-0.32,AMT
1998-12-31,-0.5545,AMT
2024-09-30,-0.26,INTC
2023-12-31,1.04,INTC
2022-12-31,1.85,INTC
2021-12-31,5.47,INTC
2020-12-31,5.31,INTC
2019-12-31,4.89,INTC
2018-12-31,4.59,INTC
2017-12-31,3.47,INTC
2016-12-31,2.72,INTC
2015-12-31,2.34,INTC
2014-12-31,2.33,INTC
2013-12-31,1.88,INTC
2012-12-31,2.13,INTC
2011-12-31,2.39,INTC
2010-12-31,2.05,INTC
2009-12-31,0.77,INTC
2008-12-31,0.92,INTC
2007-12-31,1.18,INTC
2006-12-31,0.86,INTC
2005-12-31,1.4,INTC
2004-12-31,1.16,INTC
2003-12-31,0.86,INTC
2002-12-31,0.51,INTC
2001-12-31,0.53,INTC
2000-12-31,1.65,INTC
1999-12-31,1.19,INTC
1998-12-31,0.89,INTC
1997-12-31,0.98,INTC
1996-12-31,0.74,INTC
2024-09-30,2.9,NEE
2023-12-31,3.18,NEE
2022-12-31,2.91,NEE
2021-12-31,2.54,NEE
2020-12-31,2.32,NEE
2019-12-31,2.1,NEE
2018-12-31,1.94,NEE
2017-12-31,1.68,NEE
2016-12-31,1.55,NEE
2015-12-31,1.43,NEE
2014-12-31,1.33,NEE
2013-12-31,1.25,NEE
2012-12-31,1.16,NEE
2011-12-31,1.1,NEE
2010-12-31,1.08,NEE
2009-12-31,1.03,NEE
2008-12-31,0.96,NEE
2007-12-31,0.89,NEE
2006-12-31,0.76,NEE
2005-12-31,0.65,NEE
2004-12-31,0.62,NEE
2003-12-31,0.61,NEE
2002-12-31,0.59,NEE
2001-12-31,0.6,NEE
2000-12-31,0.55,NEE
1999-12-31,0.49,NEE
1998-12-31,1.93,NEE
1997-12-31,1.79,NEE
1996-12-31,1.67,NEE
2024-09-30,4.98,UPS
2023-12-31,8.78,UPS
2022-12-31,12.95,UPS
2021-12-31,12.13,UPS
2020-12-31,8.22,UPS
2019-12-31,7.53,UPS
2018-12-31,7.25,UPS
2017-12-31,6.02,UPS
2016-12-31,5.77,UPS
2015-12-31,5.43,UPS
2014-12-31,4.76,UPS
2013-12-31,4.58,UPS
2012-12-31,4.53,UPS
2011-12-31,4.27,UPS
2010-12-31,3.56,UPS
2009-12-31,2.31,UPS
2008-12-31,3.51,UPS
2007-12-31,4.18,UPS
2006-12-31,3.86,UPS
2005-12-31,3.47,UPS
2004-12-31,2.85,UPS
2003-12-31,2.45,UPS
2002-12-31,2.14,UPS
2001-12-31,2.13,UPS
2000-12-31,2.39,UPS
1999-12-31,0.56,UPS
2024-09-30,3.67,AMZN
2023-12-31,2.9,AMZN
2022-12-31,0.97,AMZN
2021-12-31,2.15,AMZN
2020-12-31,2.09,AMZN
2019-12-31,1.14,AMZN
2018-12-31,1.0,AMZN
2017-12-31,0.23,AMZN
2016-12-31,0.25,AMZN
2015-12-31,0.06,AMZN
2014-12-31,-0.03,AMZN
2013-12-31,-0.07,AMZN
2012-12-31,0.02,AMZN
2011-12-31,0.07,AMZN
2010-12-31,0.13,AMZN
2009-12-31,0.1,AMZN
2008-12-31,0.08,AMZN
2007-12-31,0.05,AMZN
2006-12-31,0.12,AMZN
2005-12-31,0.11,AMZN
2004-12-31,0.05,AMZN
2003-12-31,0.04,AMZN
2002-12-31,-0.1024,AMZN
2001-12-31,0.06,AMZN
2000-12-31,-0.06,AMZN
1999-12-31,-0.06,AMZN
1998-12-31,-0.25,AMZN
1997-12-31,-0.08,AMZN
2024-09-30,15.76,TMO
2023-12-31,21.54,TMO
2022-12-31,23.24,TMO
2021-12-31,25.11,TMO
2020-12-31,19.55,TMO
2019-12-31,12.34,TMO
2018-12-31,11.12,TMO
2017-12-31,9.48,TMO
2016-12-31,8.27,TMO
2015-12-31,7.39,TMO
2014-12-31,6.95,TMO
2013-12-31,5.42,TMO
2012-12-31,4.94,TMO
2011-12-31,4.16,TMO
2010-12-31,3.58,TMO
2009-12-31,3.05,TMO
2008-12-31,3.17,TMO
2007-12-31,2.65,TMO
2006-12-31,1.82,TMO
2005-12-31,1.56,TMO
2004-12-31,1.26,TMO
2003-12-31,1.1,TMO
2002-12-31,0.98,TMO
2001-12-31,0.91,TMO
2000-12-31,0.62,TMO
1999-12-31,0.87,TMO
1998-12-31,1.22,TMO
1997-12-31,1.59,TMO
1996-12-31,1.35,TMO
2024-11-30,1.39,ORCL
2024-05-31,5.57,ORCL
2023-05-31,5.13,ORCL
2022-05-31,4.91,ORCL
2021-05-31,4.69,ORCL
2020-05-31,3.88,ORCL
2019-05-31,3.54,ORCL
2018-05-31,3.14,ORCL
2017-05-31,2.74,ORCL
2016-05-31,2.61,ORCL
2015-05-31,2.77,ORCL
2014-05-31,2.88,ORCL
2013-05-31,2.69,ORCL
2012-05-31,2.46,ORCL
2011-05-31,2.22,ORCL
2010-05-31,1.67,ORCL
2009-05-31,1.44,ORCL
2008-05-31,1.3,ORCL
2007-05-31,1.02,ORCL
2006-05-31,0.81,ORCL
2005-05-31,0.68,ORCL
2004-05-31,0.51,ORCL
2003-05-31,0.44,ORCL
2002-05-31,0.42,ORCL
2001-05-31,0.45,ORCL
2000-05-31,0.36,ORCL
1999-05-31,0.22,ORCL
1998-05-31,0.17,ORCL
1997-05-31,0.14,ORCL
1996-05-31,0.0916,ORCL
2024-09-30,3.31,SBUX
2023-09-30,3.55,SBUX
2022-09-30,2.96,SBUX
2021-09-30,3.24,SBUX
2020-09-30,1.16,SBUX
2019-09-30,2.76,SBUX
2018-09-30,2.35,SBUX
2017-09-30,2.07,SBUX
2016-09-30,1.9,SBUX
2015-09-30,1.58,SBUX
2014-09-30,1.33,SBUX
2013-09-30,1.12,SBUX
2012-09-30,0.9,SBUX
2011-09-30,0.77,SBUX
2010-09-30,0.64,SBUX
2009-09-30,0.4,SBUX
2008-09-30,0.36,SBUX
2007-09-30,0.45,SBUX
2006-09-30,0.37,SBUX
2005-09-30,0.31,SBUX
2004-09-30,0.24,SBUX
2003-09-30,0.16,SBUX
2002-09-30,0.15,SBUX
2001-09-30,0.12,SBUX
2000-09-30,0.09,SBUX
1999-09-30,0.07,SBUX
1998-09-30,0.06,SBUX
1997-09-30,0.04,SBUX
1996-09-30,0.03,SBUX
2024-09-30,3.89,TXN
2023-12-31,7.06,TXN
2022-12-31,9.38,TXN
2021-12-31,8.24,TXN
2020-12-31,5.81,TXN
2019-12-31,5.19,TXN
2018-12-31,5.6,TXN
2017-12-31,4.23,TXN
2016-12-31,3.22,TXN
2015-12-31,2.73,TXN
2014-12-31,2.49,TXN
2013-12-31,1.92,TXN
2012-12-31,1.64,TXN
2011-12-31,2.1,TXN
2010-12-31,2.49,TXN
2009-12-31,1.15,TXN
2008-12-31,1.57,TXN
2007-12-31,1.83,TXN
2006-12-31,1.7,TXN
2005-12-31,1.4,TXN
2004-12-31,1.06,TXN
2003-12-31,0.48,TXN
2002-12-31,0.22,TXN
2001-12-31,0.12,TXN
2000-12-31,1.23,TXN
1999-12-31,0.91,TXN
1998-12-31,0.45,TXN
1997-12-31,0.51,TXN
1996-12-31,0.25,TXN
2024-10-31,2.5,INTU
2024-07-31,16.97,INTU
2023-07-31,14.43,INTU
2022-07-31,11.83,INTU
2021-07-31,9.66,INTU
2020-07-31,7.87,INTU
2019-07-31,6.75,INTU
2018-07-31,5.6,INTU
2017-07-31,4.42,INTU
2016-07-31,3.85,INTU
2015-07-31,2.64,INTU
2014-07-31,3.48,INTU
2013-07-31,3.16,INTU
2012-07-31,2.95,INTU
2011-07-31,2.55,INTU
2010-07-31,2.12,INTU
2009-07-31,1.83,INTU
2008-07-31,1.61,INTU
2007-07-31,1.44,INTU
2006-07-31,1.23,INTU
2005-07-31,1.04,INTU
2004-07-31,0.84,INTU
2003-07-31,0.72,INTU
2002-07-31,0.59,INTU
2001-07-31,0.4,INTU
2000-07-31,0.32,INTU
1999-07-31,0.26,INTU
1998-07-31,0.16,INTU
1997-07-31,0.11,INTU
1996-07-31,0.13,INTU
2024-09-30,4.2,RTX
2023-12-31,5.05,RTX
2022-12-31,4.79,RTX
2021-12-31,4.27,RTX
2020-12-31,3.5,RTX
2019-12-31,8.26,RTX
2018-12-31,7.62,RTX
2017-12-31,6.66,RTX
2016-12-31,6.56,RTX
2015-12-31,6.29,RTX
2014-12-31,6.82,RTX
2013-12-31,6.22,RTX
2012-12-31,5.34,RTX
2011-12-31,5.5,RTX
2010-12-31,4.74,RTX
2009-12-31,4.12,RTX
2008-12-31,4.91,RTX
2007-12-31,4.27,RTX
2006-12-31,3.71,RTX
2005-12-31,3.11,RTX
2004-12-31,2.77,RTX
2003-12-31,2.35,RTX
2002-12-31,2.22,RTX
2001-12-31,1.92,RTX
2000-12-31,1.78,RTX
1999-12-31,1.36,RTX
1998-12-31,1.28,RTX
1997-12-31,1.04,RTX
1996-12-31,0.87,RTX
2024-09-30,2.23,AMD
2023-12-31,2.65,AMD
2022-12-31,3.54,AMD
2021-12-31,2.8,AMD
2020-12-31,1.29,AMD
2019-12-31,0.64,AMD
2018-12-31,0.46,AMD
2017-12-31,0.16,AMD
2016-12-31,-0.15,AMD
2015-12-31,-0.53,AMD
2014-12-31,-0.02,AMD
2013-12-31,-0.12,AMD
2012-12-31,-0.16,AMD
2011-12-31,0.51,AMD
2010-12-31,0.49,AMD
2009-12-31,0.19,AMD
2008-12-31,-1.67,AMD
2007-12-31,-2.51,AMD
2006-12-31,0.79,AMD
2005-12-31,0.62,AMD
2004-12-31,0.38,AMD
2003-12-31,-0.79,AMD
2002-12-31,-1.99,AMD
2001-12-31,0.09,AMD
2000-12-31,2.35,AMD
1999-12-31,-1.2,AMD
1998-12-31,-0.36,AMD
1997-12-31,-0.06,AMD
1996-12-31,-0.26,AMD
2024-09-30,-14.47,BA
2023-12-31,-5.82,BA
2022-12-31,-11.05,BA
2021-12-31,-9.42,BA
2020-12-31,-12.07,BA
2019-12-31,-3.54,BA
2018-12-31,16.03,BA
2017-12-31,10.34,BA
2016-12-31,7.28,BA
2015-12-31,7.71,BA
2014-12-31,8.45,BA
2013-12-31,7.08,BA
2012-12-31,5.12,BA
2011-12-31,4.8,BA
2010-12-31,3.99,BA
2009-12-31,1.83,BA
2008-12-31,3.63,BA
2007-12-31,5.25,BA
2006-12-31,2.85,BA
2005-12-31,3.2,BA
2004-12-31,2.31,BA
2003-12-31,1.0,BA
2002-12-31,2.84,BA
2001-12-31,3.62,BA
2000-12-31,2.96,BA
1999-12-31,2.4,BA
1998-12-31,1.12,BA
1997-12-31,0.63,BA
1996-12-31,1.45,BA
2024-09-30,9.24,SHW
2023-12-31,10.34,SHW
2022-12-31,8.74,SHW
2021-12-31,8.14,SHW
2020-12-31,8.19,SHW
2019-12-31,7.03,SHW
2018-12-31,6.17,SHW
2017-12-31,4.9,SHW
2016-12-31,4.17,SHW
2015-12-31,3.72,SHW
2014-12-31,2.98,SHW
2013-12-31,2.53,SHW
2012-12-31,2.16,SHW
2011-12-31,1.61,SHW
2010-12-31,1.47,SHW
2009-12-31,1.3,SHW
2008-12-31,1.43,SHW
2007-12-31,1.58,SHW
2006-12-31,1.38,SHW
2005-12-31,1.09,SHW
2004-12-31,0.91,SHW
2003-12-31,0.75,SHW
2002-12-31,0.68,SHW
2001-12-31,0.56,SHW
2000-12-31,0.64,SHW
1999-12-31,0.6,SHW
1998-12-31,1.58,SHW
1997-12-31,1.5,SHW
1996-12-31,1.34,SHW
2024-09-30,3.84,MO
2023-12-31,4.95,MO
2022-12-31,4.84,MO
2021-12-31,4.61,MO
2020-12-31,4.36,MO
2019-12-31,4.21,MO
2018-12-31,3.99,MO
2017-12-31,3.39,MO
2016-12-31,3.03,MO
2015-12-31,2.79,MO
2014-12-31,2.57,MO
2013-12-31,2.38,MO
2012-12-31,2.21,MO
2011-12-31,2.03,MO
2010-12-31,1.9,MO
2009-12-31,1.76,MO
2008-12-31,1.66,MO
2007-12-31,4.39,MO
2006-12-31,5.35,MO
2005-12-31,5.11,MO
2004-12-31,4.73,MO
2003-12-31,4.62,MO
2002-12-31,4.57,MO
2001-12-31,4.04,MO
2000-12-31,3.7,MO
1999-12-31,3.25,MO
1998-12-31,3.12,MO
1997-12-31,2.93,MO
1996-12-31,2.56,MO
2024-10-31,2.102,NVDA
2024-01-31,1.297,NVDA
2023-01-31,0.333,NVDA
2022-01-31,0.4445,NVDA
2021-01-31,0.2505,NVDA
2020-01-31,0.1453,NVDA
2019-01-31,0.166,NVDA
2018-01-31,0.115,NVDA
2017-01-31,0.064,NVDA
2016-01-31,0.03,NVDA
2015-01-31,0.029,NVDA
2014-01-31,0.0195,NVDA
2013-01-31,0.024,NVDA
2012-01-31,0.024,NVDA
2011-01-31,0.017,NVDA
2010-01-31,0.011,NVDA
2009-01-31,0.013,NVDA
2008-01-31,0.039,NVDA
2007-01-31,0.0248,NVDA
2006-01-31,0.017,NVDA
2005-01-31,0.009,NVDA
2004-01-31,0.006,NVDA
2003-01-31,0.007,NVDA
2002-01-31,0.01,NVDA
2001-01-31,0.004,NVDA
2000-01-31,0.006,NVDA
2024-09-30,2.24,SCHW
2023-12-31,3.13,SCHW
2022-12-31,3.93,SCHW
2021-12-31,3.34,SCHW
2020-12-31,2.28,SCHW
2019-12-31,2.72,SCHW
2018-12-31,2.45,SCHW
2017-12-31,1.64,SCHW
2016-12-31,1.29,SCHW
2015-12-31,0.98,SCHW
2014-12-31,0.95,SCHW
2013-12-31,0.78,SCHW
2012-12-31,0.67,SCHW
2011-12-31,0.72,SCHW
2010-12-31,0.47,SCHW
2009-12-31,0.68,SCHW
2008-12-31,1.06,SCHW
2007-12-31,0.98,SCHW
2006-12-31,0.8,SCHW
2005-12-31,0.56,SCHW
2004-12-31,0.4,SCHW
2003-12-31,0.36,SCHW
2002-12-31,0.29,SCHW
2001-12-31,0.29,SCHW
2000-12-31,0.59,SCHW
1999-12-31,0.47,SCHW
1998-12-31,0.29,SCHW
1997-12-31,0.22,SCHW
1996-12-31,0.2,SCHW
2024-09-30,6.12,XOM
2023-12-31,9.52,XOM
2022-12-31,14.06,XOM
2021-12-31,5.38,XOM
2020-12-31,-0.32,XOM
2019-12-31,2.44,XOM
2018-12-31,4.88,XOM
2017-12-31,3.58,XOM
2016-12-31,2.37,XOM
2015-12-31,3.85,XOM
2014-12-31,7.36,XOM
2013-12-31,7.37,XOM
2012-12-31,8.09,XOM
2011-12-31,8.42,XOM
2010-12-31,6.22,XOM
2009-12-31,4.01,XOM
2008-12-31,8.44,XOM
2007-12-31,7.28,XOM
2006-12-31,6.55,XOM
2005-12-31,5.35,XOM
2004-12-31,3.97,XOM
2003-12-31,2.56,XOM
2002-12-31,1.7,XOM
2001-12-31,1.91,XOM
2000-12-31,2.41,XOM
1999-12-31,1.19,XOM
1998-12-31,1.31,XOM
1997-12-31,1.71,XOM
1996-12-31,1.4,XOM
2024-09-30,7.99,CVX
2023-12-31,13.13,CVX
2022-12-31,18.83,CVX
2021-12-31,8.13,CVX
2020-12-31,-0.2,CVX
2019-12-31,6.2,CVX
2018-12-31,7.74,CVX
2017-12-31,3.71,CVX
2016-12-31,0.94,CVX
2015-12-31,3.08,CVX
2014-12-31,10.14,CVX
2013-12-31,11.09,CVX
2012-12-31,12.57,CVX
2011-12-31,13.44,CVX
2010-12-31,9.37,CVX
2009-12-31,4.84,CVX
2008-12-31,11.36,CVX
2007-12-31,8.35,CVX
2006-12-31,7.93,CVX
2005-12-31,6.54,CVX
2004-12-31,5.6,CVX
2003-12-31,3.52,CVX
2002-12-31,2.11,CVX
2001-12-31,3.5,CVX
2000-12-31,4.19,CVX
1999-12-31,1.75,CVX
1998-12-31,1.51,CVX
1997-12-31,2.42,CVX
1996-12-31,2.04,CVX
2024-09-30,10.31,AXP
2023-12-31,11.21,AXP
2022-12-31,9.84,AXP
2021-12-31,9.99,AXP
2020-12-31,3.76,AXP
2019-12-31,8.19,AXP
2018-12-31,7.32,AXP
2017-12-31,5.89,AXP
2016-12-31,5.61,AXP
2015-12-31,5.37,AXP
2014-12-31,5.33,AXP
2013-12-31,4.92,AXP
2012-12-31,4.4,AXP
2011-12-31,4.08,AXP
2010-12-31,3.41,AXP
2009-12-31,1.54,AXP
2008-12-31,2.35,AXP
2007-12-31,3.37,AXP
2006-12-31,3.02,AXP
2005-12-31,2.85,AXP
2004-12-31,2.74,AXP
2003-12-31,2.31,AXP
2002-12-31,2.01,AXP
2001-12-31,0.9204,AXP
2000-12-31,2.06,AXP
1999-12-31,1.81,AXP
1998-12-31,1.6,AXP
1997-12-31,1.39,AXP
1996-12-31,1.2,AXP
2024-09-30,3.3,MSFT
2024-06-30,11.81,MSFT
2023-06-30,9.81,MSFT
2022-06-30,9.2,MSFT
2021-06-30,7.97,MSFT
2020-06-30,5.75,MSFT
2019-06-30,4.75,MSFT
2018-06-30,3.88,MSFT
2017-06-30,3.31,MSFT
2016-06-30,2.76,MSFT
2015-06-30,2.5,MSFT
2014-06-30,2.63,MSFT
2013-06-30,2.67,MSFT
2012-06-30,2.73,MSFT
2011-06-30,2.69,MSFT
2010-06-30,2.1,MSFT
2009-06-30,1.7,MSFT
2008-06-30,1.88,MSFT
2007-06-30,1.49,MSFT
2006-06-30,1.27,MSFT
2005-06-30,1.3,MSFT
2004-06-30,1.26,MSFT
2003-06-30,1.05,MSFT
2002-06-30,0.93,MSFT
2001-06-30,0.91,MSFT
2000-06-30,0.87,MSFT
1999-06-30,0.71,MSFT
1998-06-30,0.46,MSFT
1997-06-30,0.33,MSFT
1996-06-30,0.215,MSFT
2024-09-30,1.36,UBER
2023-12-31,0.86,UBER
2022-12-31,-1.83,UBER
2021-12-31,-0.41,UBER
2020-12-31,-2.6,UBER
2019-12-31,-8.32,UBER
2018-12-31,-1.86,UBER
2024-10-31,8.66,AMAT
2023-10-31,8.05,AMAT
2022-10-31,7.71,AMAT
2021-10-31,6.86,AMAT
2020-10-31,4.18,AMAT
2019-10-31,3.05,AMAT
2018-10-31,4.45,AMAT
2017-10-31,3.25,AMAT
2016-10-31,1.76,AMAT
2015-10-31,1.18,AMAT
2014-10-31,1.06,AMAT
2013-10-31,0.59,AMAT
2012-10-31,0.75,AMAT
2011-10-31,1.3,AMAT
2010-10-31,1.0,AMAT
2009-10-31,-0.06,AMAT
2008-10-31,0.79,AMAT
2007-10-31,1.27,AMAT
2006-10-31,1.05,AMAT
2005-10-31,0.66,AMAT
2004-10-31,0.87,AMAT
2003-10-31,0.1002,AMAT
2002-10-31,0.2,AMAT
2001-10-31,0.54,AMAT
2000-10-31,1.22,AMAT
1999-10-31,0.46,AMAT
1998-10-31,0.29,AMAT
1997-10-31,0.35,AMAT
1996-10-31,0.31,AMAT
